source	interaction	target
XMetab__985___l____	1	X4801
XMetab__985___x____	1	X4801
XMetab__985___e____	1	X4862
XMetab__985___c____	1	X4862
XMetab__985___r____	1	X4862
XMetab__985___l____	1	X4862
XMetab__985___x____	1	X4862
XMetab__5280453___c____	1	X1956
XMetab__5280453___n____	1	X1956
XMetab__5280453___e____	1	X1956
XMetab__5280453___m____	1	X1956
XMetab__271___c____	1	X857
XMetab__271___e____	1	X857
XMetab__1060___c____	-1	X8050
XMetab__1060___m____	-1	X8050
XMetab__1060___x____	-1	X8050
XMetab__1060___e____	-1	X8050
XMetab__6076___e____	1	X7224
XMetab__6076___c____	1	X7224
XMetab__6076___g____	1	X7224
XMetab__774___e____	-1	X3356
XMetab__774___c____	-1	X3356
XMetab__271___c____	1	X5582
XMetab__271___e____	1	X5582
XMetab__774___e____	1	X3269
XMetab__774___c____	1	X3269
XMetab__446284___e____	1	X183
XMetab__446284___c____	1	X183
XMetab__446284___r____	1	X183
XMetab__446284___l____	1	X183
XMetab__271___c____	-1	X4137
XMetab__271___e____	-1	X4137
XMetab__985___e____	1	X335
XMetab__985___c____	1	X335
XMetab__985___r____	1	X335
XMetab__985___l____	1	X335
XMetab__985___x____	1	X335
XMetab__1103___c____	-1	X4953
XMetab__1103___e____	-1	X4953
XMetab__444899___c____	1	X335
XMetab__444899___e____	1	X335
XMetab__444899___r____	1	X335
XMetab__444899___x____	1	X335
XMetab__444899___l____	1	X335
XMetab__444899___n____	1	X335
XMetab__5202___c____	1	X3357
XMetab__5202___e____	1	X3357
XMetab__5282280___c____	1	X1268
XMetab__5282280___e____	1	X1268
XMetab__985___e____	1	X5465
XMetab__985___c____	1	X5465
XMetab__985___r____	1	X5465
XMetab__985___l____	1	X5465
XMetab__985___x____	1	X5465
XMetab__13849___e____	1	X2695
XMetab__13849___c____	1	X2695
XMetab__13849___r____	1	X2695
XMetab__271___c____	1	X5578
XMetab__271___e____	1	X5578
XMetab__444899___c____	1	X183
XMetab__444899___e____	1	X183
XMetab__444899___r____	1	X183
XMetab__444899___x____	1	X183
XMetab__444899___l____	1	X183
XMetab__444899___n____	1	X183
XMetab__5281___e____	1	X2641
XMetab__5281___c____	1	X2641
XMetab__5281___r____	1	X2641
XMetab__445639___e____	1	X2641
XMetab__445639___c____	1	X2641
XMetab__445639___r____	1	X2641
XMetab__445639___l____	1	X2641
XMetab__145068___e____	1	X4313
XMetab__145068___c____	1	X4313
XMetab__5280453___c____	-1	X3558
XMetab__5280453___n____	-1	X3558
XMetab__5280453___e____	-1	X3558
XMetab__5280453___m____	-1	X3558
XMetab__5280450___e____	1	X5465
XMetab__5280450___c____	1	X5465
XMetab__5280450___l____	1	X5465
XMetab__5280450___r____	1	X5465
XMetab__145068___e____	1	X3576
XMetab__145068___c____	1	X3576
XMetab__6076___e____	1	X5906
XMetab__6076___c____	1	X5906
XMetab__6076___g____	1	X5906
XMetab__681___c____	1	X153
XMetab__681___e____	1	X153
XMetab__107758___c____	1	X207
XMetab__439260___c____	1	X153
XMetab__439260___e____	1	X153
XMetab__444899___c____	1	X5578
XMetab__444899___e____	1	X5578
XMetab__444899___r____	1	X5578
XMetab__444899___x____	1	X5578
XMetab__444899___l____	1	X5578
XMetab__444899___n____	1	X5578
XMetab__6830___c____	1	X8894
XMetab__6830___m____	1	X8894
XMetab__6830___n____	1	X8894
XMetab__6830___e____	1	X8894
XMetab__896___c____	1	X4543
XMetab__896___e____	1	X4543
XMetab__271___c____	1	X5879
XMetab__271___e____	1	X5879
XMetab__439260___c____	1	X150
XMetab__439260___e____	1	X150
XMetab__5280450___e____	1	X335
XMetab__5280450___c____	1	X335
XMetab__5280450___l____	1	X335
XMetab__5280450___r____	1	X335
XMetab__145068___e____	1	X3162
XMetab__145068___c____	1	X3162
XMetab__5994___c____	1	X1956
XMetab__5994___e____	1	X1956
XMetab__5994___r____	1	X1956
XMetab__271___c____	1	X846
XMetab__271___e____	1	X846
XMetab__5757___e____	-1	X2796
XMetab__5757___c____	-1	X2796
XMetab__5757___r____	-1	X2796
XMetab__5281969___c____	1	X1268
XMetab__5281969___e____	1	X1268
XMetab__774___e____	1	X10316
XMetab__774___c____	1	X10316
XMetab__702___c____	-1	X6517
XMetab__702___x____	-1	X6517
XMetab__702___e____	-1	X6517
XMetab__439260___c____	1	X1392
XMetab__439260___e____	1	X1392
XMetab__5994___c____	1	X5617
XMetab__5994___e____	1	X5617
XMetab__5994___r____	1	X5617
XMetab__5994___c____	-1	X5617
XMetab__5994___e____	-1	X5617
XMetab__5994___r____	-1	X5617
XMetab__444899___c____	1	X4802
XMetab__444899___e____	1	X4802
XMetab__444899___r____	1	X4802
XMetab__444899___x____	1	X4802
XMetab__444899___l____	1	X4802
XMetab__444899___n____	1	X4802
XMetab__1102___c____	-1	X4953
XMetab__1102___e____	-1	X4953
XMetab__5994___c____	-1	X5021
XMetab__5994___e____	-1	X5021
XMetab__5994___r____	-1	X5021
XMetab__774___e____	1	X1437
XMetab__774___c____	1	X1437
XMetab__896___c____	1	X1407
XMetab__896___e____	1	X1407
XMetab__5280934___e____	1	X116519
XMetab__5280934___c____	1	X116519
XMetab__5280934___r____	1	X116519
XMetab__5280934___l____	1	X116519
XMetab__5280934___e____	1	X27242
XMetab__5280934___c____	1	X27242
XMetab__5280934___r____	1	X27242
XMetab__5280934___l____	1	X27242
XMetab__5280453___c____	1	X5741
XMetab__5280453___n____	1	X5741
XMetab__5280453___e____	1	X5741
XMetab__5280453___m____	1	X5741
XMetab__5280453___c____	-1	X5741
XMetab__5280453___n____	-1	X5741
XMetab__5280453___e____	-1	X5741
XMetab__5280453___m____	-1	X5741
XMetab__271___c____	1	X5583
XMetab__271___e____	1	X5583
XMetab__264___c____	1	X1026
XMetab__264___m____	1	X1026
XMetab__264___e____	1	X1026
XMetab__5280450___e____	1	X4801
XMetab__5280450___c____	1	X4801
XMetab__5280450___l____	1	X4801
XMetab__5280450___r____	1	X4801
XMetab__931___e____	1	X4887
XMetab__931___c____	1	X4887
XMetab__16950___c____	-1	X383
XMetab__16950___e____	-1	X383
XMetab__4594___e____	1	X2520
XMetab__4594___c____	1	X2520
XMetab__6076___e____	1	X5577
XMetab__6076___c____	1	X5577
XMetab__6076___g____	1	X5577
XMetab__6076___e____	1	X2792
XMetab__6076___c____	1	X2792
XMetab__6076___g____	1	X2792
XMetab__764___c____	1	X5881
XMetab__764___e____	1	X5881
XMetab__784___x____	1	X3576
XMetab__784___c____	1	X3576
XMetab__784___e____	1	X3576
XMetab__784___m____	1	X3576
XMetab__784___l____	1	X3576
XMetab__784___n____	1	X3576
XMetab__784___r____	1	X3576
XMetab__784___x____	1	X207
XMetab__784___c____	1	X207
XMetab__784___e____	1	X207
XMetab__784___m____	1	X207
XMetab__784___l____	1	X207
XMetab__784___n____	1	X207
XMetab__784___r____	1	X207
XMetab__271___c____	1	X3065
XMetab__271___e____	1	X3065
XMetab__1045___c____	-1	X4953
XMetab__1045___e____	-1	X4953
XMetab__1045___m____	-1	X4953
XMetab__6076___e____	1	X5567
XMetab__6076___c____	1	X5567
XMetab__6076___g____	1	X5567
XMetab__896___c____	1	X3558
XMetab__896___e____	1	X3558
XMetab__271___c____	1	X9734
XMetab__271___e____	1	X9734
XMetab__6076___e____	1	X5568
XMetab__6076___c____	1	X5568
XMetab__6076___g____	1	X5568
XMetab__5280450___e____	1	X4899
XMetab__5280450___c____	1	X4899
XMetab__5280450___l____	1	X4899
XMetab__5280450___r____	1	X4899
XMetab__5280934___e____	1	X4800
XMetab__5280934___c____	1	X4800
XMetab__5280934___r____	1	X4800
XMetab__5280934___l____	1	X4800
XMetab__5280360___c____	1	X5732
XMetab__5280360___e____	1	X5732
XMetab__5280360___r____	1	X5732
XMetab__5280360___m____	1	X5732
XMetab__5757___e____	1	X3486
XMetab__5757___c____	1	X3486
XMetab__5757___r____	1	X3486
XMetab__5757___e____	-1	X3486
XMetab__5757___c____	-1	X3486
XMetab__5757___r____	-1	X3486
XMetab__444899___c____	1	X7296
XMetab__444899___e____	1	X7296
XMetab__444899___r____	1	X7296
XMetab__444899___x____	1	X7296
XMetab__444899___l____	1	X7296
XMetab__444899___n____	1	X7296
XMetab__764___c____	1	X5879
XMetab__764___e____	1	X5879
XMetab__5280934___e____	1	X5465
XMetab__5280934___c____	1	X5465
XMetab__5280934___r____	1	X5465
XMetab__5280934___l____	1	X5465
XMetab__445638___e____	1	X2641
XMetab__445638___c____	1	X2641
XMetab__445638___r____	1	X2641
XMetab__445638___l____	1	X2641
XMetab__445638___m____	1	X2641
XMetab__1032___m____	1	X2641
XMetab__1032___c____	1	X2641
XMetab__1032___e____	1	X2641
XMetab__5280453___c____	1	X8600
XMetab__5280453___n____	1	X8600
XMetab__5280453___e____	1	X8600
XMetab__5280453___m____	1	X8600
XMetab__187___e____	1	X2641
XMetab__187___n____	1	X2641
XMetab__187___c____	1	X2641
XMetab__271___c____	1	X4209
XMetab__271___e____	1	X4209
XMetab__271___c____	1	X30818
XMetab__271___e____	1	X30818
XMetab__271___c____	1	X108
XMetab__271___e____	1	X108
XMetab__681___c____	1	X6531
XMetab__681___e____	1	X6531
XMetab__6830___c____	1	X55770
XMetab__6830___m____	1	X55770
XMetab__6830___n____	1	X55770
XMetab__6830___e____	1	X55770
XMetab__784___x____	1	X5599
XMetab__784___c____	1	X5599
XMetab__784___e____	1	X5599
XMetab__784___m____	1	X5599
XMetab__784___l____	1	X5599
XMetab__784___n____	1	X5599
XMetab__784___r____	1	X5599
XMetab__784___x____	-1	X5728
XMetab__784___c____	-1	X5728
XMetab__784___e____	-1	X5728
XMetab__784___m____	-1	X5728
XMetab__784___l____	-1	X5728
XMetab__784___n____	-1	X5728
XMetab__784___r____	-1	X5728
XMetab__271___c____	1	X814
XMetab__271___e____	1	X814
XMetab__446220___r____	-1	X1385
XMetab__446220___e____	-1	X1385
XMetab__446220___c____	-1	X1385
XMetab__6419712___g____	-1	X2673
XMetab__6419712___c____	-1	X2673
XMetab__6419712___l____	-1	X2673
XMetab__784___x____	-1	X6649
XMetab__784___c____	-1	X6649
XMetab__784___e____	-1	X6649
XMetab__784___m____	-1	X6649
XMetab__784___l____	-1	X6649
XMetab__784___n____	-1	X6649
XMetab__784___r____	-1	X6649
XMetab__271___c____	1	X3204
XMetab__271___e____	1	X3204
XMetab__271___c____	1	X5577
XMetab__271___e____	1	X5577
XMetab__6830___c____	1	X4926
XMetab__6830___m____	1	X4926
XMetab__6830___n____	1	X4926
XMetab__6830___e____	1	X4926
XMetab__271___c____	1	X4846
XMetab__271___e____	1	X4846
XMetab__5757___e____	1	X6714
XMetab__5757___c____	1	X6714
XMetab__5757___r____	1	X6714
XMetab__5280453___c____	1	X367
XMetab__5280453___n____	1	X367
XMetab__5280453___e____	1	X367
XMetab__5280453___m____	1	X367
XMetab__5994___c____	1	X7422
XMetab__5994___e____	1	X7422
XMetab__5994___r____	1	X7422
XMetab__271___c____	1	X1453
XMetab__271___e____	1	X1453
XMetab__5280453___c____	1	X5468
XMetab__5280453___n____	1	X5468
XMetab__5280453___e____	1	X5468
XMetab__5280453___m____	1	X5468
XMetab__5280360___c____	1	X5731
XMetab__5280360___e____	1	X5731
XMetab__5280360___r____	1	X5731
XMetab__5280360___m____	1	X5731
XMetab__271___c____	1	X4205
XMetab__271___e____	1	X4205
XMetab__784___x____	1	X2309
XMetab__784___c____	1	X2309
XMetab__784___e____	1	X2309
XMetab__784___m____	1	X2309
XMetab__784___l____	1	X2309
XMetab__784___n____	1	X2309
XMetab__784___r____	1	X2309
XMetab__439260___c____	1	X148
XMetab__439260___e____	1	X148
XMetab__271___c____	1	X1385
XMetab__271___e____	1	X1385
XMetab__449171___r____	1	X6256
XMetab__449171___c____	1	X6256
XMetab__449171___e____	1	X6256
XMetab__5757___e____	1	X836
XMetab__5757___c____	1	X836
XMetab__5757___r____	1	X836
XMetab__6076___e____	1	X1906
XMetab__6076___c____	1	X1906
XMetab__6076___g____	1	X1906
XMetab__446284___e____	1	X4800
XMetab__446284___c____	1	X4800
XMetab__446284___r____	1	X4800
XMetab__446284___l____	1	X4800
XMetab__5994___c____	-1	X1392
XMetab__5994___e____	-1	X1392
XMetab__5994___r____	-1	X1392
XMetab__446284___e____	1	X5465
XMetab__446284___c____	1	X5465
XMetab__446284___r____	1	X5465
XMetab__446284___l____	1	X5465
XMetab__271___c____	1	X6714
XMetab__271___e____	1	X6714
XMetab__271___c____	1	X5287
XMetab__271___e____	1	X5287
XMetab__271___c____	1	X109
XMetab__271___e____	1	X109
XMetab__784___x____	1	X1956
XMetab__784___c____	1	X1956
XMetab__784___e____	1	X1956
XMetab__784___m____	1	X1956
XMetab__784___l____	1	X1956
XMetab__784___n____	1	X1956
XMetab__784___r____	1	X1956
XMetab__5870___r____	1	X2099
XMetab__5870___c____	1	X2099
XMetab__5870___e____	1	X2099
XMetab__60961___c____	1	X7852
XMetab__60961___e____	1	X7852
XMetab__60961___m____	1	X7852
XMetab__60961___l____	1	X7852
XMetab__124886___e____	-1	X2730
XMetab__124886___c____	-1	X2730
XMetab__124886___r____	-1	X2730
XMetab__124886___m____	-1	X2730
XMetab__774___e____	1	X59340
XMetab__774___c____	1	X59340
XMetab__6830___c____	1	X1965
XMetab__6830___m____	1	X1965
XMetab__6830___n____	1	X1965
XMetab__6830___e____	1	X1965
XMetab__5757___e____	1	X4982
XMetab__5757___c____	1	X4982
XMetab__5757___r____	1	X4982
XMetab__5280453___c____	1	X793
XMetab__5280453___n____	1	X793
XMetab__5280453___e____	1	X793
XMetab__5280453___m____	1	X793
XMetab__6262___c____	1	X383
XMetab__6262___m____	1	X383
XMetab__6262___e____	1	X383
XMetab__5757___e____	1	X5241
XMetab__5757___c____	1	X5241
XMetab__5757___r____	1	X5241
XMetab__5280450___e____	1	X6667
XMetab__5280450___c____	1	X6667
XMetab__5280450___l____	1	X6667
XMetab__5280450___r____	1	X6667
XMetab__985___e____	1	X19
XMetab__985___c____	1	X19
XMetab__985___r____	1	X19
XMetab__985___l____	1	X19
XMetab__985___x____	1	X19
XMetab__5280723___e____	1	X2778
XMetab__5280723___c____	1	X2778
XMetab__6076___e____	1	X5571
XMetab__6076___c____	1	X5571
XMetab__6076___g____	1	X5571
XMetab__271___c____	1	X5567
XMetab__271___e____	1	X5567
XMetab__177___m____	1	X4792
XMetab__177___c____	1	X4792
XMetab__177___r____	1	X4792
XMetab__177___x____	1	X4792
XMetab__177___e____	1	X4792
XMetab__439456___c____	1	X3710
XMetab__271___c____	1	X10014
XMetab__271___e____	1	X10014
XMetab__985___e____	1	X183
XMetab__985___c____	1	X183
XMetab__985___r____	1	X183
XMetab__985___l____	1	X183
XMetab__985___x____	1	X183
XMetab__271___c____	1	X1080
XMetab__271___e____	1	X1080
XMetab__36314___e____	1	X836
XMetab__36314___c____	1	X836
XMetab__187___e____	1	X1128
XMetab__187___n____	1	X1128
XMetab__187___c____	1	X1128
XMetab__449171___r____	1	X5916
XMetab__449171___c____	1	X5916
XMetab__449171___e____	1	X5916
XMetab__702___c____	-1	X4843
XMetab__702___x____	-1	X4843
XMetab__702___e____	-1	X4843
XMetab__271___c____	1	X23523
XMetab__271___e____	1	X23523
XMetab__681___c____	1	X1814
XMetab__681___e____	1	X1814
XMetab__271___c____	1	X823
XMetab__271___e____	1	X823
XMetab__961___c____	1	X718
XMetab__961___e____	1	X718
XMetab__5202___c____	1	X3361
XMetab__5202___e____	1	X3361
XMetab__5280934___e____	1	X6721
XMetab__5280934___c____	1	X6721
XMetab__5280934___r____	1	X6721
XMetab__5280934___l____	1	X6721
XMetab__6830___c____	1	X84790
XMetab__6830___m____	1	X84790
XMetab__6830___n____	1	X84790
XMetab__6830___e____	1	X84790
XMetab__444899___c____	1	X6721
XMetab__444899___e____	1	X6721
XMetab__444899___r____	1	X6721
XMetab__444899___x____	1	X6721
XMetab__444899___l____	1	X6721
XMetab__444899___n____	1	X6721
XMetab__5280453___c____	-1	X5972
XMetab__5280453___n____	-1	X5972
XMetab__5280453___e____	-1	X5972
XMetab__5280453___m____	-1	X5972
XMetab__702___c____	1	X2353
XMetab__702___x____	1	X2353
XMetab__702___e____	1	X2353
XMetab__24316___c____	1	X5592
XMetab__24316___n____	1	X5592
XMetab__24316___e____	1	X5592
XMetab__24316___g____	1	X5592
XMetab__6830___c____	1	X22974
XMetab__6830___m____	1	X22974
XMetab__6830___n____	1	X22974
XMetab__6830___e____	1	X22974
XMetab__446220___r____	-1	X6532
XMetab__446220___e____	-1	X6532
XMetab__446220___c____	-1	X6532
XMetab__5994___c____	-1	X3265
XMetab__5994___e____	-1	X3265
XMetab__5994___r____	-1	X3265
XMetab__5994___c____	1	X5594
XMetab__5994___e____	1	X5594
XMetab__5994___r____	1	X5594
XMetab__5757___e____	1	X3481
XMetab__5757___c____	1	X3481
XMetab__5757___r____	1	X3481
XMetab__444899___c____	1	X4801
XMetab__444899___e____	1	X4801
XMetab__444899___r____	1	X4801
XMetab__444899___x____	1	X4801
XMetab__444899___l____	1	X4801
XMetab__444899___n____	1	X4801
XMetab__702___c____	-1	X4852
XMetab__702___x____	-1	X4852
XMetab__702___e____	-1	X4852
XMetab__5283731___m____	1	X1591
XMetab__5283731___c____	1	X1591
XMetab__5283731___e____	1	X1591
XMetab__6076___e____	1	X7430
XMetab__6076___c____	1	X7430
XMetab__6076___g____	1	X7430
XMetab__985___e____	1	X57761
XMetab__985___c____	1	X57761
XMetab__985___r____	1	X57761
XMetab__985___l____	1	X57761
XMetab__985___x____	1	X57761
XMetab__5280450___e____	1	X2274
XMetab__5280450___c____	1	X2274
XMetab__5280450___l____	1	X2274
XMetab__5280450___r____	1	X2274
XMetab__5280453___c____	1	X249
XMetab__5280453___n____	1	X249
XMetab__5280453___e____	1	X249
XMetab__5280453___m____	1	X249
XMetab__5280450___e____	1	X19
XMetab__5280450___c____	1	X19
XMetab__5280450___l____	1	X19
XMetab__5280450___r____	1	X19
XMetab__985___e____	1	X4899
XMetab__985___c____	1	X4899
XMetab__985___r____	1	X4899
XMetab__985___l____	1	X4899
XMetab__985___x____	1	X4899
XMetab__449171___r____	1	X6258
XMetab__449171___c____	1	X6258
XMetab__449171___e____	1	X6258
XMetab__6076___e____	1	X2641
XMetab__6076___c____	1	X2641
XMetab__6076___g____	1	X2641
XMetab__985___e____	1	X2641
XMetab__985___c____	1	X2641
XMetab__985___r____	1	X2641
XMetab__985___l____	1	X2641
XMetab__985___x____	1	X2641
XMetab__5757___e____	1	X2852
XMetab__5757___c____	1	X2852
XMetab__5757___r____	1	X2852
XMetab__6322___m____	1	X4846
XMetab__6322___e____	1	X4846
XMetab__6322___c____	1	X4846
XMetab__271___c____	1	X3925
XMetab__271___e____	1	X3925
XMetab__446284___e____	1	X4801
XMetab__446284___c____	1	X4801
XMetab__446284___r____	1	X4801
XMetab__446284___l____	1	X4801
XMetab__36314___e____	1	X5599
XMetab__36314___c____	1	X5599
XMetab__264___c____	1	X2641
XMetab__264___m____	1	X2641
XMetab__264___e____	1	X2641
XMetab__187___e____	1	X5335
XMetab__187___n____	1	X5335
XMetab__187___c____	1	X5335
XMetab__4594___e____	1	X1576
XMetab__4594___c____	1	X1576
XMetab__6013___e____	-1	X9370
XMetab__6013___r____	-1	X9370
XMetab__6013___c____	-1	X9370
XMetab__6830___c____	1	X5898
XMetab__6830___m____	1	X5898
XMetab__6830___n____	1	X5898
XMetab__6830___e____	1	X5898
XMetab__271___c____	1	X6469
XMetab__271___e____	1	X6469
XMetab__5757___e____	1	X4846
XMetab__5757___c____	1	X4846
XMetab__5757___r____	1	X4846
XMetab__985___e____	1	X6667
XMetab__985___c____	1	X6667
XMetab__985___r____	1	X6667
XMetab__985___l____	1	X6667
XMetab__985___x____	1	X6667
XMetab__271___c____	1	X2185
XMetab__271___e____	1	X2185
XMetab__985___e____	1	X27242
XMetab__985___c____	1	X27242
XMetab__985___r____	1	X27242
XMetab__985___l____	1	X27242
XMetab__985___x____	1	X27242
XMetab__271___c____	1	X5321
XMetab__271___e____	1	X5321
XMetab__145068___e____	1	X2984
XMetab__145068___c____	1	X2984
XMetab__271___c____	1	X4137
XMetab__271___e____	1	X4137
XMetab__784___x____	1	X3725
XMetab__784___c____	1	X3725
XMetab__784___e____	1	X3725
XMetab__784___m____	1	X3725
XMetab__784___l____	1	X3725
XMetab__784___n____	1	X3725
XMetab__784___r____	1	X3725
XMetab__5819___e____	1	X7067
XMetab__5819___c____	1	X7067
XMetab__14985___e____	-1	X5743
XMetab__14985___c____	-1	X5743
XMetab__5283731___m____	1	X7421
XMetab__5283731___c____	1	X7421
XMetab__5283731___e____	1	X7421
XMetab__104806___c____	-1	X4846
XMetab__104806___e____	-1	X4846
XMetab__5280453___c____	1	X250
XMetab__5280453___n____	1	X250
XMetab__5280453___e____	1	X250
XMetab__5280453___m____	1	X250
XMetab__439260___c____	1	X5443
XMetab__439260___e____	1	X5443
XMetab__5280934___e____	1	X4899
XMetab__5280934___c____	1	X4899
XMetab__5280934___r____	1	X4899
XMetab__5280934___l____	1	X4899
XMetab__6830___c____	1	X23265
XMetab__6830___m____	1	X23265
XMetab__6830___n____	1	X23265
XMetab__6830___e____	1	X23265
XMetab__107758___c____	-1	X695
XMetab__5757___e____	1	X1555
XMetab__5757___c____	1	X1555
XMetab__5757___r____	1	X1555
XMetab__446284___e____	1	X5468
XMetab__446284___c____	1	X5468
XMetab__446284___r____	1	X5468
XMetab__446284___l____	1	X5468
XMetab__446220___r____	-1	X6531
XMetab__446220___e____	-1	X6531
XMetab__446220___c____	-1	X6531
XMetab__446284___e____	1	X2641
XMetab__446284___c____	1	X2641
XMetab__446284___r____	1	X2641
XMetab__446284___l____	1	X2641
XMetab__4485___e____	-1	X775
