Node	ZeroAct	UpAct	DownAct	AvgAct	NodeType
XMetab__10133___r____	100	0	0	0	
XMetab__10133___c____	100	0	0	0	
XMetab__10133___e____	100	0	0	0	
XMetab__252___c____	100	0	0	0	
XMetab__252___n____	100	0	0	0	
XMetab__252___e____	100	0	0	0	
XMetab__444795___e____	100	0	0	0	
XMetab__444795___c____	100	0	0	0	
XMetab__444795___n____	100	0	0	0	
XMetab__444795___r____	100	0	0	0	
XMetab__5280581___e____	100	0	0	0	
XMetab__5280581___c____	100	0	0	0	
XMetab__5280581___l____	100	0	0	0	
XMetab__5280581___r____	100	0	0	0	
XMetab__5756___r____	100	0	0	0	
XMetab__5756___c____	100	0	0	0	
XMetab__5756___e____	100	0	0	0	
XMetab__10635___c____	100	0	0	0	
XMetab__10635___e____	100	0	0	0	
XMetab__10635___r____	100	0	0	0	
XMetab__66414___c____	100	0	0	0	
XMetab__66414___e____	100	0	0	0	
XMetab__9700___l____	100	0	0	0	
XMetab__9700___m____	100	0	0	0	
XMetab__9700___e____	100	0	0	0	
XMetab__9700___c____	100	0	0	0	
XMetab__11005___e____	100	0	0	0	
XMetab__11005___c____	100	0	0	0	
XMetab__11005___r____	100	0	0	0	
XMetab__750___c____	100	0	0	0	
XMetab__750___e____	100	0	0	0	
XMetab__750___m____	100	0	0	0	
XMetab__750___x____	100	0	0	0	
XMetab__750___r____	100	0	0	0	
XMetab__1150___c____	100	0	0	0	
XMetab__1150___e____	100	0	0	0	
XMetab__813___c____	100	0	0	0	
XMetab__813___e____	100	0	0	0	
XMetab__813___g____	100	0	0	0	
XMetab__15993___c____	100	0	0	0	
XMetab__15993___n____	100	0	0	0	
XMetab__15993___m____	100	0	0	0	
XMetab__440996___c____	100	0	0	0	
XMetab__8977___c____	100	0	0	0	
XMetab__8977___m____	100	0	0	0	
XMetab__8977___n____	100	0	0	0	
XMetab__8977___e____	100	0	0	0	
XMetab__8977___g____	100	0	0	0	
XMetab__221493___e____	100	0	0	0	
XMetab__221493___c____	100	0	0	0	
XMetab__221493___r____	100	0	0	0	
XMetab__221493___m____	100	0	0	0	
XMetab__221493___x____	100	0	0	0	
XMetab__445354___e____	100	0	0	0	
XMetab__445354___c____	100	0	0	0	
XMetab__445354___r____	100	0	0	0	
XMetab__33032___m____	100	0	0	0	
XMetab__33032___c____	100	0	0	0	
XMetab__33032___r____	100	0	0	0	
XMetab__33032___e____	100	0	0	0	
XMetab__33032___l____	100	0	0	0	
XMetab__6804___e____	100	0	0	0	
XMetab__6804___g____	100	0	0	0	
XMetab__6804___c____	100	0	0	0	
XMetab__6804___n____	100	0	0	0	
XMetab__6804___l____	100	0	0	0	
XMetab__778___c____	100	0	0	0	
XMetab__778___e____	100	0	0	0	
XMetab__1125___c____	100	0	0	0	
XMetab__1125___e____	100	0	0	0	
XMetab__5497182___e____	100	0	0	0	
XMetab__5497182___c____	100	0	0	0	
XMetab__5497182___r____	100	0	0	0	
XMetab__5497181___e____	100	0	0	0	
XMetab__5497181___c____	100	0	0	0	
XMetab__5497181___r____	100	0	0	0	
XMetab__5280483___e____	100	0	0	0	
XMetab__5280483___c____	100	0	0	0	
XMetab__5280884___r____	100	0	0	0	
XMetab__5280884___c____	100	0	0	0	
XMetab__5280884___e____	100	0	0	0	
XMetab__5505___e____	100	0	0	0	
XMetab__5505___c____	100	0	0	0	
XMetab__6047___e____	100	0	0	0	
XMetab__6047___c____	100	0	0	0	
XMetab__5280493___e____	100	0	0	0	
XMetab__5280493___r____	100	0	0	0	
XMetab__5280493___c____	100	0	0	0	
XMetab__5280352___e____	100	0	0	0	
XMetab__5280352___c____	100	0	0	0	
XMetab__5280352___r____	100	0	0	0	
XMetab__5280933___e____	100	0	0	0	
XMetab__5280933___c____	100	0	0	0	
XMetab__5280933___r____	100	0	0	0	
XMetab__5280933___l____	100	0	0	0	
XMetab__5962___c____	100	0	0	0	
XMetab__5962___m____	100	0	0	0	
XMetab__5962___x____	100	0	0	0	
XMetab__5962___e____	100	0	0	0	
XMetab__5962___n____	100	0	0	0	
XMetab__6030___e____	100	0	0	0	
XMetab__6030___l____	100	0	0	0	
XMetab__6030___g____	100	0	0	0	
XMetab__6030___c____	100	0	0	0	
XMetab__6030___r____	100	0	0	0	
XMetab__6030___n____	100	0	0	0	
XMetab__3001028___e____	100	0	0	0	
XMetab__3001028___c____	100	0	0	0	
XMetab__3001028___r____	100	0	0	0	
XMetab__6131___c____	100	0	0	0	
XMetab__6131___g____	100	0	0	0	
XMetab__6131___n____	100	0	0	0	
XMetab__6131___m____	100	0	0	0	
XMetab__6131___e____	100	0	0	0	
XMetab__6131___l____	100	0	0	0	
XMetab__6131___r____	100	0	0	0	
XMetab__439190___c____	100	0	0	0	
XMetab__903___c____	100	0	0	0	
XMetab__445675___g____	100	0	0	0	
XMetab__445675___c____	100	0	0	0	
XMetab__445675___r____	100	0	0	0	
X1591	100	0	0	0	
X1594	100	0	0	0	
X3948	100	0	0	0	
X3939	100	0	0	0	
X1738	100	0	0	0	
X8050	100	0	0	0	
X127	100	0	0	0	
X124	100	0	0	0	
X1312	100	0	0	0	
X883	100	0	0	0	
X1644	100	0	0	0	
X2571	100	0	0	0	
X6822	100	0	0	0	
X38	100	0	0	0	
X10449	100	0	0	0	
X32	100	0	0	0	
X162417	100	0	0	0	
X140838	100	0	0	0	
X34	100	0	0	0	
X51	100	0	0	0	
X48	100	0	0	0	
X55902	100	0	0	0	
X1571	100	0	0	0	
X262	100	0	0	0	
X112	100	0	0	0	
X109	100	0	0	0	
X114	100	0	0	0	
X108	100	0	0	0	
X113	100	0	0	0	
X107	100	0	0	0	
X196883	100	0	0	0	
X115	100	0	0	0	
X111	100	0	0	0	
X1374	100	0	0	0	
X1376	100	0	0	0	
X211	100	0	0	0	
X216	100	0	0	0	
X8854	100	0	0	0	
X231	100	0	0	0	
X384	100	0	0	0	
X410	100	0	0	0	
X790	100	0	0	0	
X644	100	0	0	0	
X847	100	0	0	0	
X2538	100	0	0	0	
X1373	100	0	0	0	
X10423	100	0	0	0	
X64781	100	0	0	0	
X1103	100	0	0	0	
X5130	100	0	0	0	
X1152	100	0	0	0	
X2650	100	0	0	0	
X1036	100	0	0	0	
X1606	100	0	0	0	
X2745	100	0	0	0	
X6319	100	0	0	0	
X9415	100	0	0	0	
X3992	100	0	0	0	
X1716	100	0	0	0	
X1581	100	0	0	0	
X1723	100	0	0	0	
X1809	100	0	0	0	
X1808	100	0	0	0	
X1621	100	0	0	0	
X5223	100	0	0	0	
X1806	100	0	0	0	
X7083	100	0	0	0	
X2182	100	0	0	0	
X2180	100	0	0	0	
X2181	100	0	0	0	
X1579	100	0	0	0	
X226	100	0	0	0	
X5207	100	0	0	0	
X5209	100	0	0	0	
X5208	100	0	0	0	
X10840	100	0	0	0	
X2683	100	0	0	0	
X2820	100	0	0	0	
X2539	100	0	0	0	
X26301	100	0	0	0	
X7915	100	0	0	0	
X2992	100	0	0	0	
X2997	100	0	0	0	
X2134	100	0	0	0	
X5834	100	0	0	0	
X5837	100	0	0	0	
X5836	100	0	0	0	
X2729	100	0	0	0	
X2730	100	0	0	0	
X2746	100	0	0	0	
X7001	100	0	0	0	
X5052	100	0	0	0	
X2876	100	0	0	0	
X2977	100	0	0	0	
X2983	100	0	0	0	
X4882	100	0	0	0	
X2982	100	0	0	0	
X2986	100	0	0	0	
X2984	100	0	0	0	
X4881	100	0	0	0	
X3000	100	0	0	0	
X53905	100	0	0	0	
X3037	100	0	0	0	
X2645	100	0	0	0	
X3098	100	0	0	0	
X3067	100	0	0	0	
X3162	100	0	0	0	
X3163	100	0	0	0	
X3292	100	0	0	0	
X3418	100	0	0	0	
X3795	100	0	0	0	
X3931	100	0	0	0	
X5321	100	0	0	0	
X4023	100	0	0	0	
X4199	100	0	0	0	
X1543	100	0	0	0	
X1544	100	0	0	0	
X4143	100	0	0	0	
X4598	100	0	0	0	
X3635	100	0	0	0	
X8867	100	0	0	0	
X3636	100	0	0	0	
X3706	100	0	0	0	
X80271	100	0	0	0	
X3707	100	0	0	0	
X952	100	0	0	0	
X953	100	0	0	0	
X4831	100	0	0	0	
X4830	100	0	0	0	
X4846	100	0	0	0	
X4842	100	0	0	0	
X4843	100	0	0	0	
X55	100	0	0	0	
X593	100	0	0	0	
X1586	100	0	0	0	
X1588	100	0	0	0	
X1576	100	0	0	0	
X1548	100	0	0	0	
X1559	100	0	0	0	
X1577	100	0	0	0	
X5048	100	0	0	0	
X5338	100	0	0	0	
X5337	100	0	0	0	
X130013	100	0	0	0	
X5139	100	0	0	0	
X8654	100	0	0	0	
X5140	100	0	0	0	
X5138	100	0	0	0	
X51529	100	0	0	0	
X5148	100	0	0	0	
X27306	100	0	0	0	
X5743	100	0	0	0	
X5742	100	0	0	0	
X5053	100	0	0	0	
X5728	100	0	0	0	
X8871	100	0	0	0	
X8394	100	0	0	0	
X23396	100	0	0	0	
X8395	100	0	0	0	
X55361	100	0	0	0	
X5298	100	0	0	0	
X5291	100	0	0	0	
X5295	100	0	0	0	
X5293	100	0	0	0	
X8503	100	0	0	0	
X5296	100	0	0	0	
X5290	100	0	0	0	
X5294	0	0	100	-100	
X23236	100	0	0	0	
X5336	100	0	0	0	
X5330	100	0	0	0	
X5335	100	0	0	0	
X51196	100	0	0	0	
X5333	100	0	0	0	
X5331	100	0	0	0	
X5287	100	0	0	0	
X5286	100	0	0	0	
X200576	100	0	0	0	
X8396	100	0	0	0	
X5305	100	0	0	0	
X5289	100	0	0	0	
X5319	100	0	0	0	
X9588	100	0	0	0	
X4353	100	0	0	0	
X9791	100	0	0	0	
X5805	100	0	0	0	
X10157	100	0	0	0	
X3176	100	0	0	0	
X6342	100	0	0	0	
X10558	100	0	0	0	
X2098	100	0	0	0	
X56848	0	0	100	-100	
X8877	100	0	0	0	
X6609	100	0	0	0	
X6649	100	0	0	0	
X6647	100	0	0	0	
X6611	100	0	0	0	
X2222	100	0	0	0	
X15	100	0	0	0	
X6390	100	0	0	0	
X5092	100	0	0	0	
X7296	100	0	0	0	
X7166	100	0	0	0	
X121278	100	0	0	0	
X7054	100	0	0	0	
X7306	100	0	0	0	
X5167	100	0	0	0	
X54600	100	0	0	0	
X7364	100	0	0	0	
X2936	100	0	0	0	
X22978	100	0	0	0	
X84618	100	0	0	0	
X875	100	0	0	0	
X249	100	0	0	0	
X8833	100	0	0	0	
X5160	100	0	0	0	
X5162	100	0	0	0	
X5161	100	0	0	0	
X50484	100	0	0	0	
X6241	100	0	0	0	
X3156	100	0	0	0	
X25830	100	0	0	0	
X1555	100	0	0	0	
X1636	100	0	0	0	
X9365	100	0	0	0	
X5315	100	0	0	0	
X8897	100	0	0	0	
X376497	100	0	0	0	
X3658	100	0	0	0	
X383	100	0	0	0	
X1503	100	0	0	0	
X56474	100	0	0	0	
X2023	100	0	0	0	
X2597	100	0	0	0	
X2673	100	0	0	0	
X2643	100	0	0	0	
X2821	100	0	0	0	
X5236	100	0	0	0	
X210	100	0	0	0	
X7167	100	0	0	0	
X31	100	0	0	0	
X5471	100	0	0	0	
X2978	100	0	0	0	
X4953	100	0	0	0	
X7298	100	0	0	0	
X1728	100	0	0	0	
X3991	100	0	0	0	
X23175	100	0	0	0	
X8473	100	0	0	0	
X56983	100	0	0	0	
X10728	100	0	0	0	
X8644	100	0	0	0	
X3930	100	0	0	0	
X1155	100	0	0	0	
X8974	100	0	0	0	
X29085	100	0	0	0	
X23371	100	0	0	0	
X3705	100	0	0	0	
X7299	100	0	0	0	
X55904	100	0	0	0	
X9739	100	0	0	0	
X6839	100	0	0	0	
X84444	100	0	0	0	
X9757	100	0	0	0	
X51111	100	0	0	0	
X55870	100	0	0	0	
X4297	100	0	0	0	
X84787	100	0	0	0	
X83852	100	0	0	0	
X23067	100	0	0	0	
X9869	100	0	0	0	
X80854	100	0	0	0	
X79723	100	0	0	0	
X64324	100	0	0	0	
X8085	100	0	0	0	
X79813	100	0	0	0	
X29072	100	0	0	0	
X387893	100	0	0	0	
X10919	100	0	0	0	
X10553	100	0	0	0	
X1487	0	100	0	100	
X51741	100	0	0	0	
X250	100	0	0	0	
X251	100	0	0	0	
X27159	100	0	0	0	
X5143	100	0	0	0	
X5144	100	0	0	0	
X1737	100	0	0	0	
XMetab__428___c____	100	0	0	0	
XGene13__8639	100	0	0	0	
XGene13__26	100	0	0	0	
XGene13__314	100	0	0	0	
XMetab__2425dhvitd2___m____	100	0	0	0	
XGene14__1a_24_25VITD2Hm	100	0	0	0	
XMetab__9547243___m____	100	0	0	0	
XGene15__1a_25VITD2Hm	100	0	0	0	
XMetab__1194___x____	100	0	0	0	
XGene17__1PPDCRp	100	0	0	0	
XMetab__22833566___m____	100	0	0	0	
XGene22__1591	100	0	0	0	
XGene23__1591	100	0	0	0	
XGene29__1594	100	0	0	0	
XGene30__1594	100	0	0	0	
XMetab__2amac___c____	100	0	0	0	
XGene31__10993	100	0	0	0	
XMetab__10214___c____	100	0	0	0	
XGene32__6818	100	0	0	0	
XMetab__5460448___c____	100	0	0	0	
XGene34__2DR1PP	100	0	0	0	
XMetab__11266___c____	100	0	0	0	
XGene35__92483	100	0	0	0	
XGene35__92483_reverse	100	0	0	0	
XMetab__58___c____	100	0	0	0	
XGene35__3948	100	0	0	0	
XGene35__3948_reverse	100	0	0	0	
XGene35__55293	100	0	0	0	
XGene35__55293_reverse	100	0	0	0	
XGene35__3945_3939	100	0	0	0	
XGene35__3945_3939_reverse	100	0	0	0	
XGene35__3939	100	0	0	0	
XGene35__3939_reverse	100	0	0	0	
XGene35__160287	100	0	0	0	
XGene35__160287_reverse	100	0	0	0	
XGene35__3945	100	0	0	0	
XGene35__3945_reverse	100	0	0	0	
XMetab__71___m____	100	0	0	0	
XGene39__4967_1738_8050_1743	100	0	0	0	
XMetab__151725___c____	100	0	0	0	
XGene41__130	100	0	0	0	
XGene41__130_reverse	100	0	0	0	
XMetab__91528___c____	100	0	0	0	
XGene41__127	100	0	0	0	
XGene41__127_reverse	100	0	0	0	
XGene41__125_124	100	0	0	0	
XGene41__125_124_reverse	100	0	0	0	
XGene41__131	100	0	0	0	
XGene41__131_reverse	100	0	0	0	
XGene41__126_124	100	0	0	0	
XGene41__126_124_reverse	100	0	0	0	
XGene41__128	100	0	0	0	
XGene41__128_reverse	100	0	0	0	
XGene41__137872	100	0	0	0	
XGene41__137872_reverse	100	0	0	0	
XGene41__125_126	100	0	0	0	
XGene41__125_126_reverse	100	0	0	0	
XMetab__547___c____	100	0	0	0	
XMetab__16757548___c____	100	0	0	0	
XGene43__1312	100	0	0	0	
XMetab__119219___c____	100	0	0	0	
XGene45__218	100	0	0	0	
XGene45__222	100	0	0	0	
XGene45__220	100	0	0	0	
XGene45__221	100	0	0	0	
XGene46__222	100	0	0	0	
XGene46__222_reverse	100	0	0	0	
XGene46__221	100	0	0	0	
XGene46__221_reverse	100	0	0	0	
XGene46__218	100	0	0	0	
XGene46__218_reverse	100	0	0	0	
XGene47__221	100	0	0	0	
XGene47__218	100	0	0	0	
XGene47__220	100	0	0	0	
XGene48__221	100	0	0	0	
XGene48__221_reverse	100	0	0	0	
XMetab__85782___c____	100	0	0	0	
XGene48__222	100	0	0	0	
XGene48__222_reverse	100	0	0	0	
XMetab__979___m____	100	0	0	0	
XGene49__34HPLFM	100	0	0	0	
XMetab__979___c____	100	0	0	0	
XGene50__3242	100	0	0	0	
XMetab__296___m____	100	0	0	0	
XGene52__18	100	0	0	0	
XGene52__18_reverse	100	0	0	0	
XMetab__51___m____	100	0	0	0	
XMetab__439434___m____	100	0	0	0	
XMetab__3dphb___m____	100	0	0	0	
XGene54__3DPHBH1	100	0	0	0	
XGene55__3DPHBH2	100	0	0	0	
XMetab__3dsphgn___c____	100	0	0	0	
XGene56__2531	100	0	0	0	
XMetab__3hanthrn___c____	100	0	0	0	
XGene57__23498	100	0	0	0	
XGene58__55268	100	0	0	0	
XMetab__11966146___m____	100	0	0	0	
XMetab__3hibutcoa___m____	100	0	0	0	
XGene59__3HBCOAHLm	100	0	0	0	
XMetab__51___c____	100	0	0	0	
XMetab__11811___c____	100	0	0	0	
XGene60__51166	100	0	0	0	
XGene60__883	100	0	0	0	
XGene61__1644	100	0	0	0	
XMetab__151276___c____	100	0	0	0	
XGene62__218	100	0	0	0	
XGene62__218_reverse	100	0	0	0	
XMetab__1738___c____	100	0	0	0	
XGene62__221	100	0	0	0	
XGene62__221_reverse	100	0	0	0	
XGene62__222	100	0	0	0	
XGene62__222_reverse	100	0	0	0	
XGene62__220	100	0	0	0	
XGene62__220_reverse	100	0	0	0	
XMetab__440729___c____	100	0	0	0	
XGene66__222	100	0	0	0	
XGene66__220	100	0	0	0	
XGene66__221	100	0	0	0	
XGene66__218	100	0	0	0	
XGene67__222	100	0	0	0	
XGene67__222_reverse	100	0	0	0	
XMetab__736172___c____	100	0	0	0	
XGene67__220	100	0	0	0	
XGene67__220_reverse	100	0	0	0	
XGene67__221	100	0	0	0	
